Reg_ID,State,District,Vehicle_Type,Manufacturer,Model,Price,Battery_Capacity,Range_KM,Registration_Date
344,Maharashtra,District-21,3W,Kinetic,Model-1,253384,3,502,2024-03-21
345,Gujarat,District-6,4W,Hyundai,Model-11,1744984,13,373,2023-03-30
346,Gujarat,District-50,Bus,Ashok Leyland,Model-5,6064595,26,389,2025-05-26
347,Karnataka,District-13,2W,TVS,Model-2,124249,54,433,2023-02-04
348,Delhi,District-31,3W,Kinetic,Model-1,272041,23,136,2023-03-06
349,Gujarat,District-26,4W,Tata,Model-10,1382661,52,160,2025-01-20
350,Tamil Nadu,District-12,2W,TVS,Model-1,168571,30,56,2024-01-24
351,Kerala,District-10,2W,Ola Electric,Model-16,168416,10,264,2023-01-22
352,Tamil Nadu,District-5,2W,Ather,Model-6,169416,21,150,2024-08-06
353,Tamil Nadu,District-12,2W,Ola Electric,Model-19,142262,16,170,2023-01-03
354,Karnataka,District-27,2W,TVS,Model-15,96038,37,307,2023-02-06
355,Tamil Nadu,District-2,3W,Kinetic,Model-17,336106,31,330,2023-02-15
356,Delhi,District-1,2W,Ola Electric,Model-16,134163,25,522,2025-07-20
357,Delhi,District-38,2W,Ola Electric,Model-1,109712,57,226,2023-03-03
358,Tamil Nadu,District-31,2W,Ather,Model-7,115546,5,114,2024-01-31
359,Kerala,District-36,3W,Piaggio,Model-19,349925,32,335,2024-01-07
360,Maharashtra,District-15,2W,Ola Electric,Model-2,160611,4,333,2023-05-29
361,Karnataka,District-2,2W,Ather,Model-5,124608,5,156,2024-06-18
362,Maharashtra,District-31,2W,Ather,Model-19,168304,17,186,2024-12-08
363,Karnataka,District-36,2W,TVS,Model-8,92975,39,120,2025-11-24
364,Maharashtra,District-25,Bus,Ashok Leyland,Model-15,8695566,9,456,2023-10-26
365,Gujarat,District-48,4W,Mahindra,Model-3,1152388,49,562,2024-12-27
366,Uttar Pradesh,District-10,2W,Ola Electric,Model-14,131204,28,59,2025-09-28
367,Gujarat,District-9,3W,Mahindra,Model-16,204194,38,514,2024-10-06
368,Delhi,District-10,4W,Tata,Model-16,900676,8,400,2024-10-02
369,Delhi,District-1,2W,Ola Electric,Model-9,107365,33,260,2024-12-08
370,Maharashtra,District-35,2W,Bajaj,Model-20,143143,52,370,2025-05-28
371,Maharashtra,District-24,3W,Mahindra,Model-4,343733,29,567,2024-04-25
372,Tamil Nadu,District-5,2W,Bajaj,Model-15,123247,53,516,2023-11-12
373,Karnataka,District-28,2W,Ather,Model-12,109264,53,87,2024-09-09
374,Uttar Pradesh,District-32,Bus,Tata Motors,Model-20,7332405,49,318,2025-01-14
375,Maharashtra,District-6,2W,Ola Electric,Model-18,101654,53,196,2025-11-16
376,Maharashtra,District-24,4W,Tata,Model-20,1877597,58,427,2024-06-26
377,Kerala,District-21,2W,Ather,Model-16,120219,4,470,2024-10-13
378,Karnataka,District-36,2W,Bajaj,Model-17,154698,55,55,2023-08-18
379,Telangana,District-4,2W,TVS,Model-5,140893,16,370,2025-09-08
380,Haryana,District-49,2W,Ola Electric,Model-4,107827,7,483,2025-10-21
381,Tamil Nadu,District-22,2W,TVS,Model-12,96166,51,98,2025-09-18
382,Maharashtra,District-50,2W,Ather,Model-9,170268,14,471,2023-10-29
383,Maharashtra,District-50,3W,Kinetic,Model-12,234235,59,571,2025-03-04
384,Karnataka,District-5,2W,Ola Electric,Model-9,134101,14,441,2024-02-18
385,Maharashtra,District-17,2W,Ather,Model-20,138456,18,501,2024-07-16
386,Karnataka,District-47,3W,Piaggio,Model-19,293965,31,434,2024-01-10
387,Maharashtra,District-49,3W,Kinetic,Model-15,204771,31,542,2023-02-03
388,Karnataka,District-3,3W,Kinetic,Model-10,283450,12,104,2025-12-06
389,Rajasthan,District-10,2W,Bajaj,Model-18,100286,33,572,2023-04-25
390,Maharashtra,District-26,2W,Ola Electric,Model-8,175478,11,219,2025-04-05
391,Tamil Nadu,District-49,2W,Ola Electric,Model-13,142444,11,408,2023-02-20
392,Tamil Nadu,District-10,Cargo,Euler,Model-4,416429,38,100,2024-10-22
393,Uttar Pradesh,District-5,2W,Ather,Model-14,94215,22,295,2024-12-07
394,Delhi,District-25,2W,Ola Electric,Model-14,149917,18,336,2023-06-26
395,Rajasthan,District-35,2W,Bajaj,Model-8,166317,60,187,2023-12-30
396,Delhi,District-47,3W,Piaggio,Model-3,304377,18,142,2025-10-28
397,Maharashtra,District-39,2W,TVS,Model-3,139552,37,577,2024-10-24
398,Gujarat,District-41,4W,Tata,Model-6,1124364,44,593,2023-07-25
399,Tamil Nadu,District-31,3W,Piaggio,Model-7,260833,2,469,2025-02-12
400,Delhi,District-3,Bus,Ashok Leyland,Model-3,7790971,14,418,2025-07-02
401,Kerala,District-32,3W,Mahindra,Model-5,311228,56,429,2024-09-08
402,Karnataka,District-13,2W,Ather,Model-19,128678,29,453,2023-07-25
403,Maharashtra,District-48,Bus,Tata Motors,Model-20,3814333,35,500,2024-09-16
404,Haryana,District-18,2W,TVS,Model-5,167493,12,542,2025-03-29
405,Delhi,District-26,4W,Hyundai,Model-14,1540038,38,79,2023-12-06
406,Maharashtra,District-41,4W,MG,Model-20,1148226,18,353,2025-05-13
407,Gujarat,District-19,4W,Mahindra,Model-3,1893852,19,226,2023-05-04
408,Maharashtra,District-21,2W,Ather,Model-7,125064,12,220,2025-09-11
409,Tamil Nadu,District-25,Cargo,Tata Ace EV,Model-12,386208,22,332,2023-03-18
410,Maharashtra,District-31,Bus,Ashok Leyland,Model-7,7165630,36,497,2024-01-03
411,Tamil Nadu,District-18,3W,Mahindra,Model-14,276266,11,561,2024-09-29
412,Gujarat,District-38,2W,TVS,Model-13,141174,54,177,2024-04-05
413,Karnataka,District-15,2W,Ather,Model-2,122179,42,51,2024-06-20
414,Karnataka,District-1,3W,Mahindra,Model-4,241419,27,554,2025-05-17
415,Haryana,District-40,2W,Ather,Model-12,91424,25,55,2024-01-24
416,Karnataka,District-13,4W,Mahindra,Model-12,1326032,30,270,2023-07-04
417,Gujarat,District-23,2W,TVS,Model-18,155215,47,199,2023-02-16
418,Karnataka,District-33,2W,Ola Electric,Model-2,99413,14,115,2023-07-04
419,Tamil Nadu,District-49,4W,Tata,Model-3,1599295,48,70,2025-10-28
420,Karnataka,District-4,2W,Ather,Model-17,149104,37,584,2025-11-22
421,Karnataka,District-7,2W,Ola Electric,Model-9,161097,17,460,2024-09-18
422,Gujarat,District-30,2W,TVS,Model-10,127937,2,339,2024-11-01
423,Haryana,District-8,2W,Ather,Model-10,179499,47,549,2025-04-26
424,Haryana,District-7,3W,Mahindra,Model-11,213759,36,208,2024-09-27
425,Maharashtra,District-21,Bus,Ashok Leyland,Model-9,3046097,34,492,2025-01-13
426,Rajasthan,District-13,3W,Mahindra,Model-17,217304,56,276,2023-10-16
427,Tamil Nadu,District-38,2W,Ather,Model-14,120402,27,355,2025-05-20
428,Gujarat,District-5,2W,Ather,Model-7,91984,18,269,2023-03-31
429,Tamil Nadu,District-16,2W,Bajaj,Model-5,151064,31,397,2025-03-01
430,Delhi,District-13,3W,Piaggio,Model-2,244803,40,560,2024-07-18
431,Delhi,District-13,2W,Bajaj,Model-10,176182,45,85,2023-02-27
432,Maharashtra,District-30,4W,Mahindra,Model-2,1532075,12,435,2025-03-27
433,Maharashtra,District-35,3W,Piaggio,Model-6,329028,20,291,2025-05-06
434,Maharashtra,District-39,3W,Piaggio,Model-20,283300,3,590,2023-03-07
435,Karnataka,District-5,4W,Hyundai,Model-9,987380,6,76,2025-04-30
436,Uttar Pradesh,District-15,2W,Ola Electric,Model-19,139779,20,398,2023-09-13
437,Tamil Nadu,District-38,4W,Mahindra,Model-4,982615,36,592,2024-04-16
438,Tamil Nadu,District-22,2W,Ather,Model-1,178984,14,541,2023-02-17
439,Uttar Pradesh,District-48,2W,Bajaj,Model-9,170679,12,420,2024-11-01
440,Gujarat,District-16,2W,Bajaj,Model-9,109226,5,58,2025-01-23
441,Maharashtra,District-23,2W,Ather,Model-9,123722,27,475,2023-03-18
442,Maharashtra,District-24,3W,Piaggio,Model-5,328116,46,589,2023-03-05
443,Kerala,District-23,4W,Mahindra,Model-7,1122361,53,564,2024-05-18
444,Maharashtra,District-50,2W,TVS,Model-3,129355,15,226,2024-03-15
445,Uttar Pradesh,District-48,2W,Ola Electric,Model-20,173272,8,586,2024-04-18
446,Gujarat,District-11,2W,TVS,Model-7,121778,31,539,2023-08-04
447,Maharashtra,District-46,4W,Tata,Model-19,1664899,4,101,2025-02-17
448,Maharashtra,District-47,2W,TVS,Model-5,141602,34,132,2023-10-09
449,Delhi,District-15,Cargo,Tata Ace EV,Model-13,330681,2,569,2024-11-28
450,Kerala,District-45,Bus,Tata Motors,Model-12,6972723,36,73,2025-06-28
451,Maharashtra,District-21,2W,Ola Electric,Model-20,130828,20,244,2025-10-07
452,Tamil Nadu,District-12,4W,Hyundai,Model-1,1247860,4,166,2025-06-14
453,Maharashtra,District-31,2W,Ather,Model-11,169385,42,142,2023-10-16
454,Delhi,District-40,2W,Bajaj,Model-7,131223,6,130,2025-02-09
455,Uttar Pradesh,District-30,3W,Piaggio,Model-10,245096,3,308,2024-07-11
456,Maharashtra,District-47,4W,MG,Model-7,1347406,42,588,2024-06-17
457,Tamil Nadu,District-45,2W,Ola Electric,Model-18,131622,22,176,2023-04-11
458,Tamil Nadu,District-33,Bus,Tata Motors,Model-15,4048496,18,242,2024-02-20
459,Gujarat,District-30,2W,Ather,Model-2,110090,3,488,2023-11-30
460,Delhi,District-44,2W,Ola Electric,Model-6,143747,26,106,2025-10-19
461,Karnataka,District-26,2W,Ola Electric,Model-7,105709,27,496,2024-11-09
462,Uttar Pradesh,District-49,2W,Bajaj,Model-2,149886,59,518,2025-04-17
463,Delhi,District-43,2W,TVS,Model-9,161012,8,359,2025-07-21
464,Delhi,District-36,2W,Ather,Model-20,176702,36,508,2023-05-01
465,Maharashtra,District-47,3W,Piaggio,Model-8,345918,50,102,2023-03-10
466,Karnataka,District-4,2W,TVS,Model-9,98896,58,532,2023-01-11
467,Delhi,District-4,2W,TVS,Model-6,126707,52,514,2023-05-06
468,Tamil Nadu,District-45,Cargo,Euler,Model-20,314832,34,577,2025-09-10
469,Karnataka,District-15,Cargo,Tata Ace EV,Model-2,333145,46,399,2023-01-21
470,Delhi,District-1,2W,Ather,Model-13,132018,55,155,2023-09-04
471,Karnataka,District-19,2W,Ather,Model-18,131841,45,402,2025-08-24
472,Tamil Nadu,District-11,2W,Ola Electric,Model-18,158434,47,512,2025-07-18
473,Maharashtra,District-32,2W,Ather,Model-18,90541,7,557,2023-01-01
474,Tamil Nadu,District-31,2W,TVS,Model-8,166302,48,212,2024-02-22
475,Maharashtra,District-13,3W,Kinetic,Model-19,296744,20,519,2024-09-11
476,Tamil Nadu,District-29,3W,Kinetic,Model-18,213989,51,115,2024-09-09
477,Maharashtra,District-9,2W,Bajaj,Model-13,124061,41,335,2024-07-02
478,Maharashtra,District-50,3W,Piaggio,Model-7,322926,36,535,2023-12-21
479,Tamil Nadu,District-4,4W,Hyundai,Model-7,828045,28,114,2024-07-01
480,Gujarat,District-12,4W,MG,Model-20,1767015,22,410,2023-03-26
481,Karnataka,District-47,2W,Bajaj,Model-10,147036,42,535,2023-04-02
482,Uttar Pradesh,District-13,2W,TVS,Model-10,151414,57,384,2024-05-05
483,Maharashtra,District-35,3W,Mahindra,Model-4,280017,38,296,2023-07-23
484,Tamil Nadu,District-2,Bus,Ashok Leyland,Model-3,8626914,18,519,2023-06-06
485,Gujarat,District-8,Cargo,Tata Ace EV,Model-17,350406,8,247,2023-07-26
486,Uttar Pradesh,District-15,2W,Bajaj,Model-15,127482,44,505,2024-10-09
487,Delhi,District-10,2W,Ather,Model-6,111060,29,591,2025-07-20
488,Gujarat,District-18,4W,Hyundai,Model-18,927908,15,450,2024-10-20
489,Tamil Nadu,District-37,4W,MG,Model-16,1163450,49,54,2024-06-26
490,Delhi,District-13,4W,MG,Model-5,1696567,20,481,2024-05-16
491,Delhi,District-36,3W,Kinetic,Model-2,342285,49,273,2025-04-05
492,Karnataka,District-16,2W,Ather,Model-20,176308,40,461,2023-11-20
493,Maharashtra,District-37,4W,Hyundai,Model-6,1374242,47,197,2023-09-15
494,Tamil Nadu,District-38,Bus,Ashok Leyland,Model-13,7123415,50,253,2023-11-10
495,Kerala,District-38,2W,TVS,Model-3,145175,59,242,2023-02-21
496,Maharashtra,District-22,2W,Bajaj,Model-11,139871,50,457,2024-04-14
497,Gujarat,District-24,2W,TVS,Model-7,175805,46,511,2023-06-28
498,Delhi,District-26,2W,Ather,Model-3,105284,19,585,2024-02-27
499,Karnataka,District-29,Bus,Ashok Leyland,Model-20,7363059,29,76,2024-02-24
500,Maharashtra,District-33,3W,Mahindra,Model-9,279564,49,103,2025-05-22
501,Maharashtra,District-45,3W,Kinetic,Model-20,223245,25,574,2024-07-18
502,Tamil Nadu,District-45,2W,Ola Electric,Model-6,97851,44,128,2024-03-25
503,Tamil Nadu,District-35,3W,Mahindra,Model-18,292898,53,412,2023-07-04
504,Tamil Nadu,District-19,Bus,Tata Motors,Model-4,8747285,10,455,2025-12-24
505,Uttar Pradesh,District-37,3W,Mahindra,Model-20,304355,28,581,2024-12-03
506,Delhi,District-30,2W,Bajaj,Model-13,134616,29,161,2024-08-03
507,Maharashtra,District-33,4W,Mahindra,Model-19,1441793,54,221,2025-06-14
508,Maharashtra,District-12,2W,Ather,Model-17,155438,50,277,2025-05-26
509,Maharashtra,District-29,2W,Ola Electric,Model-6,128372,21,312,2023-12-28
510,Uttar Pradesh,District-45,2W,Ather,Model-20,168152,17,162,2025-05-31
511,Delhi,District-43,2W,TVS,Model-7,141120,59,64,2024-12-14
512,Karnataka,District-42,2W,Ola Electric,Model-5,119904,38,130,2023-04-12
513,Tamil Nadu,District-33,2W,Ola Electric,Model-7,175538,21,585,2025-01-17
514,Karnataka,District-15,2W,TVS,Model-10,170155,40,349,2023-06-24
515,Tamil Nadu,District-44,2W,TVS,Model-9,172161,6,226,2024-04-04
516,Maharashtra,District-18,3W,Piaggio,Model-2,204220,57,595,2025-11-06
517,Delhi,District-18,2W,Ather,Model-11,129888,48,404,2023-02-11
518,Tamil Nadu,District-31,2W,Bajaj,Model-18,119124,15,283,2025-02-12
519,Karnataka,District-28,Bus,Tata Motors,Model-3,6928998,39,219,2023-05-13
520,Kerala,District-36,2W,TVS,Model-16,142087,35,539,2023-07-04
521,Maharashtra,District-27,2W,Bajaj,Model-18,117885,59,394,2023-05-03
522,Karnataka,District-30,3W,Piaggio,Model-6,317240,29,507,2024-08-27
523,Maharashtra,District-23,2W,Ather,Model-20,130849,21,87,2025-03-14
524,Rajasthan,District-15,2W,Ola Electric,Model-12,144924,35,352,2025-09-23
525,Maharashtra,District-8,3W,Mahindra,Model-17,324405,3,539,2025-08-08
526,Delhi,District-2,4W,Mahindra,Model-6,941808,17,435,2024-03-07
527,Maharashtra,District-16,2W,TVS,Model-9,146474,21,354,2025-03-30
528,Uttar Pradesh,District-7,4W,Mahindra,Model-8,1905614,23,56,2025-10-25
529,Tamil Nadu,District-14,2W,TVS,Model-16,150971,6,364,2023-06-16
530,Delhi,District-46,2W,Bajaj,Model-14,154981,5,536,2024-10-07
531,Delhi,District-22,2W,Ola Electric,Model-11,162692,53,573,2025-04-21
532,Delhi,District-10,2W,Ather,Model-8,155539,23,82,2023-06-26
533,Maharashtra,District-1,2W,Ola Electric,Model-11,141254,50,227,2025-12-03
534,Kerala,District-32,2W,TVS,Model-9,158978,26,142,2024-09-17
535,Gujarat,District-19,2W,Bajaj,Model-9,141424,42,539,2023-04-22
536,Kerala,District-25,2W,TVS,Model-17,97619,25,484,2024-06-07
537,Maharashtra,District-17,2W,Bajaj,Model-19,132445,8,146,2023-02-26
538,Delhi,District-39,2W,Bajaj,Model-11,172934,6,255,2025-01-27
539,Gujarat,District-32,2W,Bajaj,Model-20,131054,58,160,2023-07-24
540,Gujarat,District-43,2W,Bajaj,Model-5,155198,12,434,2023-08-21
541,Karnataka,District-6,4W,Tata,Model-12,1768042,35,479,2024-02-15
542,Maharashtra,District-11,2W,Bajaj,Model-19,169474,48,437,2025-02-23
543,Delhi,District-30,Bus,Ashok Leyland,Model-4,3517833,30,486,2024-08-23
544,Karnataka,District-26,2W,TVS,Model-1,174626,50,189,2023-03-13
545,Delhi,District-39,3W,Kinetic,Model-11,244235,44,536,2023-08-31
546,Maharashtra,District-2,2W,Ather,Model-2,112073,52,577,2023-09-15
547,Maharashtra,District-26,2W,Ola Electric,Model-12,151042,27,212,2024-08-07
548,Telangana,District-32,2W,Ather,Model-14,119585,32,198,2025-10-13
549,Karnataka,District-29,2W,Ather,Model-16,97573,38,216,2025-05-14
550,Delhi,District-30,4W,Tata,Model-18,1757741,52,341,2023-06-05
551,Tamil Nadu,District-40,2W,Bajaj,Model-16,105804,55,462,2025-02-17
552,Karnataka,District-19,4W,Hyundai,Model-2,1553309,24,369,2023-06-10
553,Rajasthan,District-45,2W,Ola Electric,Model-13,96213,12,137,2025-09-18
554,Delhi,District-36,2W,Ather,Model-3,134210,21,272,2024-10-03
555,Maharashtra,District-48,2W,Bajaj,Model-2,163469,21,125,2023-08-30
556,Uttar Pradesh,District-33,2W,Ola Electric,Model-9,127228,6,194,2023-01-07
557,Maharashtra,District-25,3W,Kinetic,Model-3,287947,25,53,2024-02-20
558,Gujarat,District-4,2W,Bajaj,Model-1,160684,26,398,2025-10-13
559,Karnataka,District-30,4W,Tata,Model-7,1830375,59,401,2024-05-07
560,Tamil Nadu,District-50,2W,Ola Electric,Model-8,152256,26,70,2025-06-20
561,Karnataka,District-31,2W,Bajaj,Model-9,144143,9,246,2023-07-27
562,Delhi,District-2,4W,Tata,Model-2,892242,5,57,2025-06-21
563,Karnataka,District-27,3W,Mahindra,Model-5,321083,2,217,2024-12-03
564,Karnataka,District-44,2W,Ather,Model-15,113062,52,67,2025-08-16
565,Delhi,District-23,2W,Ather,Model-5,177529,57,548,2024-10-16
566,Rajasthan,District-33,4W,Tata,Model-4,1549236,51,360,2025-10-17
567,Kerala,District-30,4W,MG,Model-13,1738456,13,276,2024-05-09
568,Tamil Nadu,District-10,3W,Kinetic,Model-18,344336,49,166,2024-02-20
569,Maharashtra,District-19,2W,Ather,Model-18,141458,21,288,2025-02-08
570,Delhi,District-29,2W,Bajaj,Model-18,100321,21,468,2024-10-09
571,Uttar Pradesh,District-19,2W,Ola Electric,Model-3,167362,21,108,2024-07-09
572,Rajasthan,District-15,4W,Mahindra,Model-3,1891407,48,422,2024-06-19
573,Karnataka,District-1,2W,Bajaj,Model-14,166331,3,260,2024-07-14
574,Delhi,District-39,2W,Ola Electric,Model-6,179444,7,230,2025-06-22
575,Tamil Nadu,District-9,4W,Mahindra,Model-15,1659311,35,126,2025-04-26
576,Karnataka,District-13,3W,Kinetic,Model-7,337162,55,492,2024-08-16
577,Uttar Pradesh,District-21,2W,Ola Electric,Model-11,143145,38,390,2025-10-02
578,Rajasthan,District-50,4W,Tata,Model-19,827430,32,400,2025-06-25
579,Maharashtra,District-33,2W,Ather,Model-13,102855,26,469,2023-05-04
580,Maharashtra,District-23,2W,Bajaj,Model-2,141039,56,476,2024-02-15
581,Delhi,District-43,4W,Hyundai,Model-12,1535292,36,406,2024-10-12
582,Maharashtra,District-48,2W,Ola Electric,Model-13,124189,52,520,2025-03-03
583,Tamil Nadu,District-22,2W,TVS,Model-4,157869,9,338,2024-09-09
584,Uttar Pradesh,District-23,2W,Bajaj,Model-18,104914,8,166,2025-03-07
585,Haryana,District-49,2W,Ola Electric,Model-20,158036,6,354,2023-05-09
586,Uttar Pradesh,District-36,4W,Tata,Model-17,1959487,45,541,2024-03-23
587,Delhi,District-29,2W,TVS,Model-6,140268,21,432,2025-10-27
588,Gujarat,District-29,4W,Tata,Model-7,1303687,20,559,2024-12-21
589,Karnataka,District-19,Cargo,Euler,Model-8,416291,10,542,2024-09-13
590,Kerala,District-15,2W,TVS,Model-13,175780,26,157,2023-06-16
591,Gujarat,District-13,2W,Bajaj,Model-1,117493,4,423,2023-06-29
592,Uttar Pradesh,District-38,3W,Piaggio,Model-12,212441,48,61,2025-02-18
593,Karnataka,District-29,2W,TVS,Model-14,173121,20,151,2023-10-30
594,Maharashtra,District-32,2W,Ola Electric,Model-11,104732,22,323,2025-03-05
595,Tamil Nadu,District-42,2W,Bajaj,Model-18,128319,26,386,2025-03-05
596,Delhi,District-7,3W,Mahindra,Model-20,263080,56,352,2023-05-14
597,Gujarat,District-21,4W,Tata,Model-10,1558170,55,223,2024-03-16
598,Karnataka,District-31,4W,MG,Model-4,875999,27,369,2024-09-15
599,Maharashtra,District-37,4W,MG,Model-3,1443964,54,535,2023-09-14
600,Uttar Pradesh,District-15,2W,Bajaj,Model-12,171179,27,68,2024-02-23
601,Kerala,District-9,3W,Kinetic,Model-15,294023,21,547,2023-01-21
602,Haryana,District-2,Cargo,Euler,Model-4,451038,32,566,2023-06-21
603,Maharashtra,District-2,2W,TVS,Model-17,151534,55,373,2023-10-22
604,Karnataka,District-43,2W,Ather,Model-5,123520,39,145,2024-01-21
605,Karnataka,District-50,4W,Mahindra,Model-12,1597357,23,569,2024-05-17
606,Delhi,District-41,2W,Bajaj,Model-1,112629,25,523,2023-07-02
607,Uttar Pradesh,District-8,3W,Piaggio,Model-16,222768,15,579,2023-10-16
608,Maharashtra,District-23,2W,Ola Electric,Model-16,154809,19,133,2024-01-05
609,Uttar Pradesh,District-23,2W,Bajaj,Model-3,127979,9,162,2025-07-19
610,Gujarat,District-29,2W,Ola Electric,Model-20,131842,40,98,2024-12-20
611,Karnataka,District-15,2W,TVS,Model-13,111223,54,62,2024-11-08
612,Maharashtra,District-24,2W,Bajaj,Model-14,102165,33,298,2023-05-06
613,Karnataka,District-11,2W,Ather,Model-15,119741,42,321,2024-07-07
614,Rajasthan,District-3,2W,Bajaj,Model-15,119537,9,275,2023-01-30
615,Tamil Nadu,District-12,2W,Bajaj,Model-5,95024,28,524,2023-11-30
616,Karnataka,District-13,2W,Bajaj,Model-2,120643,58,55,2023-12-18
617,Karnataka,District-26,Cargo,Euler,Model-1,291284,33,448,2023-07-16
618,Delhi,District-23,2W,TVS,Model-2,153616,15,140,2023-04-01
619,Haryana,District-28,2W,TVS,Model-7,156061,7,179,2023-09-19
620,Delhi,District-12,3W,Mahindra,Model-13,254649,52,550,2023-01-24
621,Gujarat,District-50,2W,Ather,Model-3,117133,39,558,2023-03-18
622,Delhi,District-3,2W,Bajaj,Model-18,90542,53,200,2025-12-25
623,Tamil Nadu,District-1,2W,Ather,Model-2,175996,2,478,2025-04-25
624,Rajasthan,District-15,2W,Ola Electric,Model-9,154671,31,549,2023-03-26
625,Uttar Pradesh,District-19,2W,TVS,Model-2,122000,52,355,2023-01-31
626,Maharashtra,District-24,2W,Bajaj,Model-20,97807,43,451,2025-05-14
627,Rajasthan,District-38,2W,Ather,Model-18,91805,49,200,2024-02-10
628,Maharashtra,District-13,4W,Tata,Model-19,1980436,7,230,2025-09-26
629,Maharashtra,District-48,2W,TVS,Model-13,168127,4,215,2023-05-29
630,Gujarat,District-14,2W,TVS,Model-14,145699,59,217,2024-12-07
631,Delhi,District-49,2W,Ather,Model-11,129160,28,286,2023-05-02
632,Gujarat,District-2,2W,TVS,Model-8,149754,56,240,2024-05-13
633,Rajasthan,District-8,3W,Kinetic,Model-5,278146,6,559,2024-01-25
634,Rajasthan,District-19,2W,Ola Electric,Model-11,113630,19,258,2025-06-07
635,Gujarat,District-29,2W,Ather,Model-1,95178,49,420,2024-11-12
636,Delhi,District-11,4W,Tata,Model-15,910957,19,335,2024-11-03
637,Gujarat,District-19,Cargo,Euler,Model-16,302985,20,487,2025-10-16
638,Gujarat,District-36,2W,Bajaj,Model-14,173643,28,64,2023-03-02
639,Maharashtra,District-40,3W,Kinetic,Model-12,288695,59,370,2024-10-10
640,Maharashtra,District-27,2W,Bajaj,Model-16,153918,3,299,2025-07-03
641,Maharashtra,District-25,3W,Piaggio,Model-14,320222,4,440,2024-07-29
642,Maharashtra,District-40,4W,Mahindra,Model-1,1278443,21,521,2025-09-14
643,Karnataka,District-31,3W,Kinetic,Model-11,299217,20,266,2025-08-15
644,Uttar Pradesh,District-1,3W,Kinetic,Model-16,339624,35,265,2025-08-07
645,Delhi,District-32,2W,Ola Electric,Model-4,168260,5,41,2024-12-28
